send_date,send_time,medium,segment,category,purpose,offer_type,offer_detail,title,content,target_count,ctr,cvr
2025. 8. 2,8:30,푸시,골드 상위,등급/혜택,쿠폰친화,안내,"15,000원",🚀 준비하시고.. 클릭 하세요!,"(광고)선착순 15,OOO원 할인쿠폰 발급 시작!머리는 차갑게 심장은 뜨겁게🔥누구보다 빠르게 클릭 해보세요!(수신거부:앱설정)","199,948",1.81%,3.03%
2025. 8. 3,20:30,푸시,외부고객,기타,당월 구매 + 외부고객,안내,1+1,😱{{custNm||고객}}님께만 드리는 쉿!크릿 특가,(광고) 🚨품절 전에 {{custNm||고객}}님께만 드리는 특별 알림! 1+1 특별 기획부터 최대 🔻44% 할인 상품까지! 클릭만해도 벌써 혜택을 받으신 거에요👉(수신거부:앱설정),"15,419",3.25%,11.12%
2025. 8. 5,20:30,푸시,외부고객,기타,참여누적+구매(올인데이),안내,17% 할인,💰 현대홈쇼핑이 {{custNm||고객}}님께 올인하다!,(광고)매주 화요일마다 돌아오는 현대홈쇼핑의 올인데이! 🔻17% 할인 혜택을 받아볼 수 있는 가장 저렴한 요일이에요! {{custNm||고객}}님 현대카드 등록하고 즉시 할인 받아보세요 👉(수신거부:앱설정),"12,065",2.50%,10.47%
2025. 8. 5,19:30,푸시,골드 하위,기타,전월가입_올인데이,안내,17% 할인,💰 현대홈쇼핑이 {{custNm||고객}}님께 올인하다!,(광고)매주 화요일마다 돌아오는 현대홈쇼핑의 올인데이! 🔻17% 할인 혜택을 받아볼 수 있는 가장 저렴한 요일이에요! {{custNm||고객}}님께서 혜택 대상이 되는 지 확인하러 가보세요 👉(수신거부:앱설정),677,1.48%,1.48%
2025. 8. 5,18:30,푸시,eTV 1회성,기타,eTV & 링크+광고유입,안내,93% 할인,이제는 무려 🔻93% 💣세일입니다,(광고)최대 「93% 할인」으로 만나볼 수 있는 초특가 타임 세일! 망설이는 동안 실시간으로 품절이 되는 상품이 있을 수도 있으니 서둘러 클릭해 보세요 👉(수신거부:앱설정),"33,265",0.81%,1.58%
2025. 8. 6,11:30,푸시,외부고객,등급/혜택,VIP체험_7월,안내,단순 안내,🎉 {{custNm||고객}}님 VIP 선정을 축하드립니다,(광고) 현대홈쇼핑x현대카드 시크릿쿠폰 이벤트 참여 감사드리며 우수고객 「{{custGrd||회원등급}} 등급」 혜택 안내 드립니다. - 기간 : 25년 9월까지(2개월) - 등급 : 다이아몬드(수신거부:앱설정),345,10.43%,0.00%
2025. 8. 6,17:30,친구톡,외부고객,등급/혜택,VIP체험_7월,안내,단순 안내,🎉 {{custNm||고객}}님 VIP 선정을 축하드립니다,현대홈쇼핑 [VIP 등급] 선정을 축하드립니다!현대홈쇼핑x현대카드 시크릿쿠폰 이벤트 참여 감사드리며 우수고객 「다이아몬드 등급」 혜택 안내드립니다. - 기간 : 25년 9월까지(2개월) - 등급 : 다이아몬드우수고객 라운지에서는 VIP등급만을 위한특별한 컨텐츠를 만날 수 있으니앞으로 더욱 행복한 쇼핑이 되시길 바랍니다.많은 관심과 사랑 부탁드립니다.,247,-,0.00%
2025. 8. 6,17:30,문자,외부고객,등급/혜택,VIP체험_7월,안내,단순 안내,🎉 {{custNm||고객}}님 VIP 선정을 축하드립니다,현대홈쇼핑 [VIP 등급] 선정을 축하드립니다!현대홈쇼핑x현대카드 시크릿쿠폰 이벤트 참여 감사드리며 우수고객 「다이아몬드 등급」 혜택 안내드립니다. - 기간 : 25년 9월까지(2개월) - 등급 : 다이아몬드우수고객 라운지에서는 VIP등급만을 위한특별한 컨텐츠를 만날 수 있으니앞으로 더욱 행복한 쇼핑이 되시길 바랍니다.많은 관심과 사랑 부탁드립니다.,149,-,0.00%
2025. 8. 8,17:30,푸시,eTV 1회성,식품,일반식품&건강식품,안내,20% ,🛒 간편 장보기 찬스!,(광고)📢 완전 득템 가능한 실속마켓이 열렸어요! 지금 클릭하면 제주 직송 은갈치 5팩 / 촉촉한 반건조 오징어 10미 🔻20% 할인쿠폰도 추가로 받으실 수 있어요 👉(수신거부:앱설정),"32,563",0.48%,3.16%
2025. 8. 8,11:30,푸시,골드 하위,패션의류,객단가 LOW,안내,93% ,🔥인기 뷰티상품 🔻93% 할인이 궁금하시면?,"(광고)⏰ 고민하면 늦어요! 클렌징폼 6,300원부터 시작✨ 다른 사람들이 눈 여겨보는 상품이 궁금하면 바로 클릭 👉(수신거부:앱설정)","22,753",0.46%,3.65%
2025. 8. 9,15:30,푸시,골드 상위,패션의류,2개월 연속 구매,안내,93% ,🔥인기상품 🔻93% 할인이 궁금하다면?,(광고)⏰고민하면 늦어요! 초특가 뷰티상품 할인 마지막 날✨ 다른 사람들이 눈 여겨보는 상품이 궁금하면 바로 클릭 👉(수신거부:앱설정),"52,648",0.65%,4.40%
2025. 8. 12,18:30,푸시,골드 상위,기타,카드할인_올인데이,안내,17% ,💳 카드+적립 = 17% OFF,(광고) {{custNm||고객}}님을 위한 특별 할인이 도착했어요! 🔻17% 할인 받고 쇼핑 시작하세요 🚀지금 구경가기 👉(수신거부:앱설정),909,0.99%,3.30%
2025. 8. 14,17:30,문자,골드 하위,식품,고정PGM(황정민쇼),안내,단순 안내,,(광고) {{custNm||고객}} 고객님! 오늘 황정민쇼 '제주 오색보리 김치' 구매해주셔서 감사합니다. 고객님께만 【황정민의 시크릿 라디오】 링크를 보내드려요. 오색보리김치 보관법 & 맛있게 먹는 법을 정민언니의 스윗 보이스로 들어보세요!  ■ 황정민's 시크릿 라디오 보러가기→ https://youtu.be/TewKyPtKOcY■ 특별 추가 할인혜택→ hmall.kr/EjPV2b■ 놓치면 안되는 TIP- 「황정민쇼」 매주 목요일 8:15 방송- 【황정민의 시크릿 라디오】는 방송에서 못다 한 정민님의 꿀팁이 담긴 짧은 영상입니다.- 황정민 쇼호스트의 인터뷰 보러가기→ hmall.kr/BU70BW 무료수신거부 : 080-355-0000,"2,590",9.38%,0.00%
2025. 8. 19,18:30,푸시,외부고객,기타,이벤트누적(8월포함),안내,17% 할인,🔔 17% 할인 제대로 알고 쓰자!,(광고)현대카드를 가지고 계신 {{custNm||고객}}님께 딱 맞는 할인 혜택! 오늘 결제하시면 【🔻7% 즉시할인】 + 【10% 적립】 망설이면 오늘의 할인이 사라져요 😱(수신거부:앱설정),"16,865",1.98%,6.97%
2025. 8. 19,20:30,푸시,골드 상위,등급/혜택,전월쿠폰/구매Y(등급쿠폰),안내,단순 안내,"📢 {{custNm||고객}}님, 이번 달 안 쓰고 가셨어요!","(광고) 이번 달 【{{custGrd||회원등급}}】등급 전용 할인 쿠폰 아직 안 쓰셨어요! 카드 할인과 같이 쓸 수 있는 쿠폰, 지금 바로 클릭해서 확인 해보세요 💌(수신거부:앱설정)","94,203",1.26%,1.94%
2025. 8. 19,12:30,푸시,골드 전체,기타,푸시 이벤트 안내,안내,단순 안내,"🔥 이번주만 9,875명이 할인을 받았어요!","(광고) 오늘의 행운 기회를 잡으세요 🍀 1OO% 바로 사용 가능한 특별한 할인혜택 뽑고, 나만의 특가 상품도 지금 확인해 보세요! 👉(수신거부:앱설정)","388,691",0.70%,1.29%
2025. 8. 19,19:30,푸시,eTV 1회성,식품,"패션의류,일반식품(리뷰)",안내,단순 안내,🔥 주변에서 좋다는 얘길 듣고 한 번 사봤는데,(광고)막상 발라보니 끈적임 없고 너무 좋아요 ^^ 딸아이도 써보라고 줬더니 아주 만족하며 좋아합니다 ㅎㅎ 솔직히 이 정도로 만족할 줄 몰랐는데 아주 시원하고 촉촉해서 꾸준히 잘 쓸 것 같아요!(수신거부:앱설정),"63,136",0.55%,2.40%
2025. 8. 19,17:30,푸시,eTV 1회성,식품,비생방 구매(실속마켓),안내,단순 안내,🔥 ✖2번 적립 이벤트 지금 시작합니다,(광고)✨알짜배기 식품들만 모두 모아봤습니다! 놓칠 수 없는 득템 찬스! 지금 와서 장바구니에 담아보세요👉(수신거부:앱설정),"104,493",0.45%,1.49%
2025. 8. 20,19:30,푸시,골드 상위,등급/혜택,최근구매,안내,사은품/이벤트,📢 {{custNm||고객}}님 사은품 놓고 가셨어요,(광고) 구매하고 사은품 신청 잊으셨나요?✅ 클릭 한 번으로 바로 신청하세요.[구매내역] 확인해 보세요※ 추가 구매하기 전에 혜택>쿠폰할인 확인하기(수신거부:앱설정),"25,008",2.06%,1.38%
2025. 8. 20,11:10,푸시,외부고객,기타,현대카드(8월),안내,46% ,🚨 잠시 후 【퍼스널 쇼】가 시작됩니다,(광고) 지금 알림을 받으신 {{custNm||고객}}님에게 드리는 특별 방송 초대입니다. ⏳ 단 1시간 동안만 진행하는 【이탈리아 18K 주얼리】 방송! 🔻46% 할인된 상품 지금 바로 만나보세요 👉(수신거부:앱설정),"2,077",1.54%,2.60%
2025. 8. 20,18:30,푸시,eTV 1회성,패션의류,카테고리(패션) / 여러개,안내,단순 안내,🔥매번 매진이라 못 사다가 이번에 성공했어요!,(광고) 가격이 꽤 비싼 편이긴해서 망설였었는데 쿠폰이 적용돼서 좋은 가격에 얼른 구매했어요 ^^ 린넨만큼 시원하고 구김은 훨 덜 가는 리오셀 소재여서 여름 끝날때까지 잘 입을 것 같아요 ㅎㅎ(수신거부:앱설정),"21,902",1.31%,4.41%
2025. 8. 21,20:20,푸시,외부고객,등급/혜택,토스애즈& 현카 (구매),쿠폰,15% ,💥 쿠폰 사용 고객 전용! 한 단계 더 커진 혜택,(광고) {{custNm||고객}}님만을 위한 스페셜 혜택 💎지난번보다 더 강력한 【🔻15% 쿠폰】 지금 바로 만나보세요!👉 [쿠폰 다운로드](수신거부:앱설정),278,3.96%,3.96%
2025. 8. 21,17:30,푸시,골드 전체,패션의류,백화점_패션의류_카드,안내,5%,【현대백화점】 폴로 랄프 로렌 파격 혜택 💡,(광고)POLO Ralph Lauren 기획전✨3중 혜택으로 가격 부담 없이 쇼핑하세요!적립 15% + 쿠폰 5% + 카드 5%놓치면 아까운 가격 찬스 👉 [지금 확인](수신거부:앱설정),836,3.59%,1.20%
2025. 8. 21,19:20,푸시,외부고객,등급/혜택,토스애즈 & 현카 (미구매),안내,단순 안내,❓ 아직 할인쿠폰 사용 안 하셨다구요,(광고)구매를 망설이고 계신 {{custNm||고객}}님께 드리는 특별 초대장💌 BIG 세일 상품들을 한 눈에 보면서【혜택+혜택】을 노려보세요 👉(수신거부:앱설정),"3,635",3.25%,8.03%
2025. 8. 21,18:15,푸시,외부고객,기타,현대카드_누적,안내,35% ,📢 잠시 후 【퍼스널쇼】가 시작됩니다,(광고)지금 알림을 받으신 {{custNm||고객}}님을 위한 특별 초대입니다. ⏳ 단 1시간 동안만 진행하는 【이세이미야케 시즌오프】 방송 중에만 🔻35% 할인하는 상품들을 지금 바로 만나보세요 👉(수신거부:앱설정),"9,404",1.27%,1.90%
2025. 8. 21,18:45,푸시,골드 전체,리빙/주방,TV방송_생방_저위험,안내,단순 안내,🛎 【TV생방송 알림】 프리미엄 주방 『알레보』,(광고)지금부터 단 1시간동안 프리미엄 프라이팬 리뉴얼 세트를 방송 특별가격에 구매하실 수 있어요!혜택이 사라지기전에 바로 클릭 👉(수신거부:앱설정),"12,220",0.38%,1.57%
2025. 8. 21,18:30,푸시,골드 전체,여행/레저,"직방, 선호카테고리(여행,생주리)",안내,53% 할인,🔻53% 할인 D-1일 알림,"(광고)👗깔끔한 수납, ✈여행 정리의 끝판왕 【브랜든】, 내일이면 할인이 끝나요! 한 번 사면 오래 쓰는 생활 필수품! 착한 가격일 때 득템하고 증정 사은품도 챙겨가세요✨(수신거부:앱설정)","39,668",0.37%,1.11%
2025. 8. 22,10:45,푸시,골드 전체,식품,식품_직방_only전화제외,안내,단순 안내,【TV생방송 알림】 🍈 『청매실 장아찌세트』,(광고) 지금부터 단 1시간동안 대한민국을 대표하는 매실원! 홍쌍리 장아찌 세트를 지금 특별가격에 구매하실 수 있어요! 혜택이 사라지기전에 바로 클릭 👉(수신거부:앱설정),"15,127",0.52%,2.17%
2025. 8. 23,13:00,푸시,골드 전체,등급/혜택,할인_쿠폰 고민감,안내,"15,000원",🚀 준비하시고.. 클릭 하세요!,"(광고)선착순 15,OOO원 할인쿠폰 발급 시작!머리는 차갑게 심장은 뜨겁게🔥누구보다 빠르게 클릭 해보세요!(수신거부:앱설정)","99,651",1.56%,3.67%
2025. 8. 25,17:30,푸시,골드 전체,기타,출석체크 참여 Y 고객,안내,단순 안내,"🍀 {{custNm||고객}}님, 행운 응모권이 도착했습니다.","(광고) 오늘의 행운 기회를 잡으세요 🍀 1OO% 바로 사용 가능한 특별한 할인혜택 뽑고, 나만의 특가 상품도 확인해 보세요! 👉(수신거부:앱설정)","31,354",6.45%,2.24%
2025. 8. 25,19:30,푸시,골드 하위,등급/혜택,첫구매쿠폰 사용 Y,쿠폰,15% 할인,💌 감사의 마음을 담아 넣어드렸어요,(광고) 첫 구매 쿠폰 잘 쓰셨나요?이번엔 🔻15% 할인 쿠폰으로 더 크게 돌려드립니다!지금 받은 쿠폰으로 쇼핑하기 👉(수신거부:앱설정),"1,643",4.56%,2.62%
2025. 8. 25,18:15,푸시,외부고객,기타,토스&현카(8월) 퍼스널,안내,50% ,🚨 잠시 후 【퍼스널 쇼】가 시작됩니다,(광고) 지금 알림을 받으신 {{custNm||고객}}님에게 드리는 특별 방송 초대입니다. ⏳ 단 1시간 동안만 진행하는 【헬렌스타인】 방송! 🔻50% 할인된 상품 지금 바로 만나보세요 👉(수신거부:앱설정),"2,338",1.80%,2.18%
2025. 8. 25,20:30,푸시,골드 하위,등급/혜택,전월구매 Y & 당월구매 N,쿠폰,15% 할인,⏰ {{custNm||고객}}님께만 바로 드려요!,(광고) 지금 클릭만해도 바로 사용가능한 【🔻15% 할인】 쿠폰! [마이페이지-쿠폰함]에서 바로 확인 가능해요. 방금 받은 쿠폰으로 바로 쇼핑하기 👉(수신거부:앱설정),"62,865",0.73%,1.41%
2025. 8. 25,15:30,푸시,eTV 1회성,기타,TAG_상품분류(eTV)_실속마켓,안내,61% ,🔥 오늘 구매하면 좋은 실속 상품,(광고) 최대 🔻61% 할인된 상품을 만나 볼 수 있는 【실속마켓】 오늘 나의 식탁을 책임져줄 효자 상품들을 지금 만나보세요 👉(수신거부:앱설정),"62,216",0.42%,1.90%
2025. 8. 26,11:30,푸시,외부고객,등급/혜택,현카 8월 쿠폰 N 고객,안내,1만원 할인,⚡ 현대카드 시크릿 쿠폰 아직 안 쓰셨나요?,(광고) 아쉽게 놓칠 뻔한 혜택 💔 쿠폰 사용만 해도 【1만원 할인】 +상위 500명 진입 시 VIP 혜택까지! 👉 [쿠폰 쓰러가기](수신거부:앱설정),"1,960",3.16%,2.70%
2025. 8. 26,14:30,푸시,외부고객,등급/혜택,현카 8월 쿠폰 Y 고객,안내,15% ,🏆 상위 500명 도전! 지금 결제하면 VIP 혜택,"(광고)현대카드 시크릿쿠폰 이벤트 종료 D-Day! {{custNm||고객}}님, 기회는 오늘 끝! 【15% 쿠폰】으로 결제하고 VIP 체험(2개월) 혜택을 잡아보세요💎  상품 구경하러 가기 👉(수신거부:앱설정)",297,2.36%,1.68%
2025. 8. 26,16:42,푸시,골드 하위,기타,"찜, 장바구니 고객",안내,단순 안내,"🍀 {{custNm||고객}}님, 행운 응모권이 도착했습니다.","(광고) 오늘의 행운 기회를 잡으세요 🍀 1OO% 바로 사용 가능한 특별한 할인혜택 뽑고, 나만의 특가 상품도 확인해 보세요! 👉(수신거부:앱설정)","34,366",2.00%,2.34%
2025. 8. 26,16:30,푸시,골드 하위,기타,P6리뷰2건이상,안내,단순 안내,"🍀 {{custNm||고객}}님, 행운 응모권이 도착했습니다.","(광고) 오늘의 행운 기회를 잡으세요 🍀 1OO% 바로 사용 가능한 특별한 할인혜택 뽑고, 나만의 특가 상품도 확인해 보세요! 👉(수신거부:앱설정)","19,053",1.78%,2.00%
2025. 8. 26,11:25,문자,골드 전체,식품,플래티넘,안내,1+1,[현대홈쇼핑],"(광고)【현대 톡마트】 최대 61% 간편 장보기 찬스!{{custNm||고객}}님께 추천하는 알뜰쇼핑 상품 ■ 선착순 특가 바로가기→hmall.kr/CA92wh■ 추천 BEST 상품① 나주배 3KG 7-9과 : 9,900원② [1+1]규조토 발 매트 : 9,900원③ 홍로사과 3KG 15-18과 : 18,900원④ 검은약콩 두유 20팩x2박스 : 28,000원⑤ 고춧가루 1KG(500g*2팩) : 32,900원■ 추가 할인 TIP - 100% 당첨되는 나만의 할인혜택 뽑기→hmall.kr/C9MqAc■ 유의 사항- 본 행사는 당사의 사정으로 인해 사전 고지 없이 변경 혹은 조기 종료될 수 있습니다.무료수신거부 : 080-355-0000","14,233",0.60%,4.14%
2025. 8. 26,11:35,문자,골드 전체,식품,저위험_일반식품&패션의류,안내,1+1,[현대홈쇼핑],"(광고)【현대 톡마트】 최대 61% 간편 장보기 찬스!{{custNm||고객}}님께 추천하는 알뜰쇼핑 상품 ■ 선착순 특가 바로가기→hmall.kr/CA92wh■ 추천 BEST 상품① 나주배 3KG 7-9과 : 9,900원② [1+1]규조토 발 매트 : 9,900원③ 홍로사과 3KG 15-18과 : 18,900원④ 검은약콩 두유 20팩x2박스 : 28,000원⑤ 고춧가루 1KG(500g*2팩) : 32,900원■ 추가 할인 TIP - 100% 당첨되는 나만의 할인혜택 뽑기→hmall.kr/C9MqAc■ 유의 사항- 본 행사는 당사의 사정으로 인해 사전 고지 없이 변경 혹은 조기 종료될 수 있습니다.무료수신거부 : 080-355-0000","43,061",0.59%,1.84%
